split,fruit,quality,file_name,rel_path
train,lychee,medium,lychee_m_450.jpg,train/lychee/medium/lychee_m_450.jpg
train,guava,good,guava_g_9_2353.jpg,train/guava/good/guava_g_9_2353.jpg
train,jujube,medium,jujube_m_1_638.jpg,train/jujube/medium/jujube_m_1_638.jpg
train,papaya,bad,papaya_b_1_140.jpg,train/papaya/bad/papaya_b_1_140.jpg
train,jujube,medium,jujube_m_1_276.jpg,train/jujube/medium/jujube_m_1_276.jpg
train,guava,good,guava_g_3_558.jpg,train/guava/good/guava_g_3_558.jpg
train,jujube,medium,jujube_m_1_57.jpg,train/jujube/medium/jujube_m_1_57.jpg
train,jackfruit,medium,jackfruit_m_88.jpg,train/jackfruit/medium/jackfruit_m_88.jpg
train,mango,good,mango_g_68.jpg,train/mango/good/mango_g_68.jpg
train,banana,bad,banana_b_1_180.jpg,train/banana/bad/banana_b_1_180.jpg
train,mango,medium,mango_m_225.jpg,train/mango/medium/mango_m_225.jpg
train,lemon,bad,lemon_b_2_118.jpg,train/lemon/bad/lemon_b_2_118.jpg
train,dragonfruit,good,dragonfruit_g_1_294.jpg,train/dragonfruit/good/dragonfruit_g_1_294.jpg
train,banana,good,banana_g_1_496.jpg,train/banana/good/banana_g_1_496.jpg
train,lemon,good,lemon_g_1_597.jpg,train/lemon/good/lemon_g_1_597.jpg
train,lychee,medium,lychee_m_459.jpg,train/lychee/medium/lychee_m_459.jpg
train,jujube,bad,jujube_b_3_290.jpg,train/jujube/bad/jujube_b_3_290.jpg
train,mango,medium,mango_m_76.jpg,train/mango/medium/mango_m_76.jpg
train,jujube,bad,jujube_b_2_93.jpg,train/jujube/bad/jujube_b_2_93.jpg
train,sapodilla,bad,sofeda_b_194.jpg,train/sapodilla/bad/sofeda_b_194.jpg
train,guava,medium,guava_m_2_19.jpg,train/guava/medium/guava_m_2_19.jpg
train,jujube,good,jujube_g_1_380.jpg,train/jujube/good/jujube_g_1_380.jpg
train,jackfruit,bad,jackfruit_b_140.jpg,train/jackfruit/bad/jackfruit_b_140.jpg
train,star_fruit,good,star_fruit_g_475.jpg,train/star_fruit/good/star_fruit_g_475.jpg
train,jackfruit,bad,jackfruit_b_6.jpg,train/jackfruit/bad/jackfruit_b_6.jpg
train,star_fruit,medium,star_fruit_m_147.jpg,train/star_fruit/medium/star_fruit_m_147.jpg
train,banana,medium,banana_m_1_271.jpg,train/banana/medium/banana_m_1_271.jpg
train,custard_apple,medium,custard_apple_m_1_278.jpg,train/custard_apple/medium/custard_apple_m_1_278.jpg
train,banana,good,banana_g_1_93.jpg,train/banana/good/banana_g_1_93.jpg
train,guava,bad,guava_b_1_151.jpg,train/guava/bad/guava_b_1_151.jpg
train,jackfruit,bad,jackfruit_b_196.jpg,train/jackfruit/bad/jackfruit_b_196.jpg
train,custard_apple,medium,custard_apple_m_1_530.jpg,train/custard_apple/medium/custard_apple_m_1_530.jpg
train,lychee,good,lychee_g_362.jpg,train/lychee/good/lychee_g_362.jpg
train,star_fruit,good,star_fruit_g_264.jpg,train/star_fruit/good/star_fruit_g_264.jpg
train,lemon,medium,lemon_m_2_287.jpg,train/lemon/medium/lemon_m_2_287.jpg
train,guava,bad,guava_b_6_367.jpg,train/guava/bad/guava_b_6_367.jpg
train,custard_apple,bad,custard_apple_b_1_468.jpg,train/custard_apple/bad/custard_apple_b_1_468.jpg
train,dragonfruit,bad,dragonfruit_b_1_272.jpg,train/dragonfruit/bad/dragonfruit_b_1_272.jpg
train,guava,good,guava_g_3_896.jpg,train/guava/good/guava_g_3_896.jpg
train,star_fruit,good,star_fruit_g_311.jpg,train/star_fruit/good/star_fruit_g_311.jpg
train,papaya,good,papaya_g_1_78.jpg,train/papaya/good/papaya_g_1_78.jpg
train,jujube,bad,jujube_b_3_467.jpg,train/jujube/bad/jujube_b_3_467.jpg
train,jujube,bad,jujube_b_3_237.jpg,train/jujube/bad/jujube_b_3_237.jpg
train,sapodilla,good,sofeda_g_018.jpg,train/sapodilla/good/sofeda_g_018.jpg
train,guava,good,guava_g_4_1105.jpg,train/guava/good/guava_g_4_1105.jpg
train,star_fruit,good,star_fruit_g_328.jpg,train/star_fruit/good/star_fruit_g_328.jpg
train,lychee,medium,lychee_m_109.jpg,train/lychee/medium/lychee_m_109.jpg
train,jujube,good,jujube_g_1_330.jpg,train/jujube/good/jujube_g_1_330.jpg
train,star_fruit,bad,star_fruit_b_292.jpg,train/star_fruit/bad/star_fruit_b_292.jpg
train,guava,good,guava_g_3_688.jpg,train/guava/good/guava_g_3_688.jpg
train,dragonfruit,bad,dragonfruit_b_1_418.jpg,train/dragonfruit/bad/dragonfruit_b_1_418.jpg
train,custard_apple,good,custard_apple_g_1_268.jpg,train/custard_apple/good/custard_apple_g_1_268.jpg
train,custard_apple,medium,custard_apple_m_1_206.jpg,train/custard_apple/medium/custard_apple_m_1_206.jpg
train,custard_apple,good,custard_apple_g_1_87.jpg,train/custard_apple/good/custard_apple_g_1_87.jpg
train,custard_apple,bad,custard_apple_b_1_183.jpg,train/custard_apple/bad/custard_apple_b_1_183.jpg
train,mango,good,mango_g_461.jpg,train/mango/good/mango_g_461.jpg
train,guava,good,guava_g_9_2356.jpg,train/guava/good/guava_g_9_2356.jpg
train,papaya,medium,papaya_m_2_213.jpg,train/papaya/medium/papaya_m_2_213.jpg
train,pineapple,bad,pineapple_b_132.jpg,train/pineapple/bad/pineapple_b_132.jpg
train,jujube,bad,jujube_b_3_620.jpg,train/jujube/bad/jujube_b_3_620.jpg
train,lychee,good,lychee_g_198.jpg,train/lychee/good/lychee_g_198.jpg
train,jackfruit,good,jackfruit_g_252.jpg,train/jackfruit/good/jackfruit_g_252.jpg
train,lemon,medium,lemon_m_2_259.jpg,train/lemon/medium/lemon_m_2_259.jpg
train,papaya,medium,papaya_m_2_43.jpg,train/papaya/medium/papaya_m_2_43.jpg
train,mango,medium,mango_m_373.jpg,train/mango/medium/mango_m_373.jpg
train,custard_apple,bad,custard_apple_b_1_259.jpg,train/custard_apple/bad/custard_apple_b_1_259.jpg
train,jujube,good,jujube_g_1_203.jpg,train/jujube/good/jujube_g_1_203.jpg
train,custard_apple,bad,custard_apple_b_1_256.jpg,train/custard_apple/bad/custard_apple_b_1_256.jpg
train,papaya,medium,papaya_m_1_133.jpg,train/papaya/medium/papaya_m_1_133.jpg
train,banana,medium,banana_m_1_117.jpg,train/banana/medium/banana_m_1_117.jpg
train,pineapple,bad,pineapple_b_236.jpg,train/pineapple/bad/pineapple_b_236.jpg
train,papaya,bad,papaya_b_2_25.jpg,train/papaya/bad/papaya_b_2_25.jpg
train,guava,good,guava_g_3_33.jpg,train/guava/good/guava_g_3_33.jpg
train,jackfruit,bad,jackfruit_b_360.jpg,train/jackfruit/bad/jackfruit_b_360.jpg
train,custard_apple,good,custard_apple_g_1_295.jpg,train/custard_apple/good/custard_apple_g_1_295.jpg
train,star_fruit,good,star_fruit_g_334.jpg,train/star_fruit/good/star_fruit_g_334.jpg
train,mango,medium,mango_m_52.jpg,train/mango/medium/mango_m_52.jpg
train,pineapple,medium,pineapple_m_147.jpg,train/pineapple/medium/pineapple_m_147.jpg
train,pineapple,good,pineapple_g_489.jpg,train/pineapple/good/pineapple_g_489.jpg
train,pineapple,medium,pineapple_m_249.jpg,train/pineapple/medium/pineapple_m_249.jpg
train,dragonfruit,medium,dragonfruit_m_1_349.jpg,train/dragonfruit/medium/dragonfruit_m_1_349.jpg
train,dragonfruit,bad,dragonfruit_b_1_326.jpg,train/dragonfruit/bad/dragonfruit_b_1_326.jpg
train,star_fruit,bad,star_fruit_b_96.jpg,train/star_fruit/bad/star_fruit_b_96.jpg
train,dragonfruit,medium,dragonfruit_m_1_261.jpg,train/dragonfruit/medium/dragonfruit_m_1_261.jpg
train,mango,good,mango_g_392.jpg,train/mango/good/mango_g_392.jpg
train,mango,medium,mango_m_275.jpg,train/mango/medium/mango_m_275.jpg
train,jujube,bad,jujube_b_2_60.jpg,train/jujube/bad/jujube_b_2_60.jpg
train,custard_apple,good,custard_apple_g_1_90.jpg,train/custard_apple/good/custard_apple_g_1_90.jpg
train,sapodilla,good,sofeda_g_280.jpg,train/sapodilla/good/sofeda_g_280.jpg
train,banana,bad,banana_b_1_320.jpg,train/banana/bad/banana_b_1_320.jpg
train,custard_apple,good,custard_apple_g_1_41.jpg,train/custard_apple/good/custard_apple_g_1_41.jpg
train,pineapple,bad,pineapple_b_302.jpg,train/pineapple/bad/pineapple_b_302.jpg
train,custard_apple,medium,custard_apple_m_1_509.jpg,train/custard_apple/medium/custard_apple_m_1_509.jpg
train,guava,medium,guava_m_3_281.jpg,train/guava/medium/guava_m_3_281.jpg
train,jujube,good,jujube_g_1_286.jpg,train/jujube/good/jujube_g_1_286.jpg
train,star_fruit,bad,star_fruit_b_26.jpg,train/star_fruit/bad/star_fruit_b_26.jpg
train,lychee,bad,lychee_b_125.jpg,train/lychee/bad/lychee_b_125.jpg
train,lemon,medium,lemon_m_2_346.jpg,train/lemon/medium/lemon_m_2_346.jpg
train,jujube,bad,jujube_b_3_916.jpg,train/jujube/bad/jujube_b_3_916.jpg
train,mango,medium,mango_m_53.jpg,train/mango/medium/mango_m_53.jpg
train,banana,good,banana_g_1_92.jpg,train/banana/good/banana_g_1_92.jpg
train,lychee,medium,lychee_m_311.jpg,train/lychee/medium/lychee_m_311.jpg
train,mango,bad,mango_b_96.jpg,train/mango/bad/mango_b_96.jpg
train,guava,bad,guava_b_1_140.jpg,train/guava/bad/guava_b_1_140.jpg
train,pineapple,good,pineapple_g_159.jpg,train/pineapple/good/pineapple_g_159.jpg
train,lemon,medium,lemon_m_2_263.jpg,train/lemon/medium/lemon_m_2_263.jpg
train,dragonfruit,good,dragonfruit_g_1_412.jpg,train/dragonfruit/good/dragonfruit_g_1_412.jpg
train,dragonfruit,bad,dragonfruit_b_1_373.jpg,train/dragonfruit/bad/dragonfruit_b_1_373.jpg
train,lemon,good,lemon_g_2_154.jpg,train/lemon/good/lemon_g_2_154.jpg
train,banana,medium,banana_m_1_387.jpg,train/banana/medium/banana_m_1_387.jpg
train,dragonfruit,bad,dragonfruit_b_1_188.jpg,train/dragonfruit/bad/dragonfruit_b_1_188.jpg
train,mango,medium,mango_m_412.jpg,train/mango/medium/mango_m_412.jpg
train,dragonfruit,good,dragonfruit_g_1_42.jpg,train/dragonfruit/good/dragonfruit_g_1_42.jpg
train,dragonfruit,bad,dragonfruit_b_1_436.jpg,train/dragonfruit/bad/dragonfruit_b_1_436.jpg
train,jujube,good,jujube_g_1_267.jpg,train/jujube/good/jujube_g_1_267.jpg
train,papaya,bad,papaya_b_2_316.jpg,train/papaya/bad/papaya_b_2_316.jpg
train,sapodilla,good,sofeda_g_425.jpg,train/sapodilla/good/sofeda_g_425.jpg
train,jackfruit,medium,jackfruit_m_367.jpg,train/jackfruit/medium/jackfruit_m_367.jpg
train,papaya,medium,papaya_m_2_352.jpg,train/papaya/medium/papaya_m_2_352.jpg
train,mango,good,mango_g_344.jpg,train/mango/good/mango_g_344.jpg
train,jackfruit,good,jackfruit_g_271.jpg,train/jackfruit/good/jackfruit_g_271.jpg
train,pineapple,good,pineapple_g_202.jpg,train/pineapple/good/pineapple_g_202.jpg
train,pineapple,medium,pineapple_m_059.jpg,train/pineapple/medium/pineapple_m_059.jpg
train,jujube,medium,jujube_m_1_1.jpg,train/jujube/medium/jujube_m_1_1.jpg
train,banana,medium,banana_m_1_378.jpg,train/banana/medium/banana_m_1_378.jpg
train,lemon,bad,lemon_b_2_82.jpg,train/lemon/bad/lemon_b_2_82.jpg
train,pineapple,good,pineapple_g_155.jpg,train/pineapple/good/pineapple_g_155.jpg
train,papaya,bad,papaya_b_2_266.jpg,train/papaya/bad/papaya_b_2_266.jpg
train,sapodilla,medium,sofeda_m_495.jpg,train/sapodilla/medium/sofeda_m_495.jpg
train,dragonfruit,medium,dragonfruit_m_1_273.jpg,train/dragonfruit/medium/dragonfruit_m_1_273.jpg
train,papaya,bad,papaya_b_2_21.jpg,train/papaya/bad/papaya_b_2_21.jpg
train,banana,medium,banana_m_1_46.jpg,train/banana/medium/banana_m_1_46.jpg
train,guava,good,guava_g_4_1108.jpg,train/guava/good/guava_g_4_1108.jpg
train,papaya,bad,papaya_b_2_252.jpg,train/papaya/bad/papaya_b_2_252.jpg
train,lychee,bad,lychee_b_384.jpg,train/lychee/bad/lychee_b_384.jpg
train,papaya,medium,papaya_m_2_247.jpg,train/papaya/medium/papaya_m_2_247.jpg
train,banana,good,banana_g_1_334.jpg,train/banana/good/banana_g_1_334.jpg
train,star_fruit,good,star_fruit_g_175.jpg,train/star_fruit/good/star_fruit_g_175.jpg
train,jackfruit,bad,jackfruit_b_403.jpg,train/jackfruit/bad/jackfruit_b_403.jpg
train,star_fruit,medium,star_fruit_m_253.jpg,train/star_fruit/medium/star_fruit_m_253.jpg
train,pineapple,medium,pineapple_m_350.jpg,train/pineapple/medium/pineapple_m_350.jpg
train,dragonfruit,good,dragonfruit_g_1_361.jpg,train/dragonfruit/good/dragonfruit_g_1_361.jpg
train,star_fruit,good,star_fruit_g_538.jpg,train/star_fruit/good/star_fruit_g_538.jpg
train,jujube,good,jujube_g_1_687.jpg,train/jujube/good/jujube_g_1_687.jpg
train,jackfruit,medium,jackfruit_m_231.jpg,train/jackfruit/medium/jackfruit_m_231.jpg
train,custard_apple,medium,custard_apple_m_1_195.jpg,train/custard_apple/medium/custard_apple_m_1_195.jpg
train,dragonfruit,medium,dragonfruit_m_1_458.jpg,train/dragonfruit/medium/dragonfruit_m_1_458.jpg
train,sapodilla,bad,sofeda_b_303.jpg,train/sapodilla/bad/sofeda_b_303.jpg
train,papaya,bad,papaya_b_1_339.jpg,train/papaya/bad/papaya_b_1_339.jpg
train,lemon,good,lemon_g_1_147.jpg,train/lemon/good/lemon_g_1_147.jpg
train,pineapple,medium,pineapple_m_187.jpg,train/pineapple/medium/pineapple_m_187.jpg
train,mango,medium,mango_m_402.jpg,train/mango/medium/mango_m_402.jpg
train,jujube,bad,jujube_b_3_922.jpg,train/jujube/bad/jujube_b_3_922.jpg
train,star_fruit,medium,star_fruit_m_115.jpg,train/star_fruit/medium/star_fruit_m_115.jpg
train,sapodilla,bad,sofeda_b_335.jpg,train/sapodilla/bad/sofeda_b_335.jpg
train,jackfruit,good,jackfruit_g_277.jpg,train/jackfruit/good/jackfruit_g_277.jpg
train,sapodilla,good,sofeda_g_344.jpg,train/sapodilla/good/sofeda_g_344.jpg
train,custard_apple,bad,custard_apple_b_1_236.jpg,train/custard_apple/bad/custard_apple_b_1_236.jpg
train,lychee,medium,lychee_m_388.jpg,train/lychee/medium/lychee_m_388.jpg
train,lychee,good,lychee_g_270.jpg,train/lychee/good/lychee_g_270.jpg
train,sapodilla,medium,sofeda_m_217.jpg,train/sapodilla/medium/sofeda_m_217.jpg
train,pineapple,medium,pineapple_m_196.jpg,train/pineapple/medium/pineapple_m_196.jpg
train,papaya,bad,papaya_b_2_420.jpg,train/papaya/bad/papaya_b_2_420.jpg
train,mango,bad,mango_b_194.jpg,train/mango/bad/mango_b_194.jpg
train,jackfruit,medium,jackfruit_m_124.jpg,train/jackfruit/medium/jackfruit_m_124.jpg
train,guava,medium,guava_m_3_364.jpg,train/guava/medium/guava_m_3_364.jpg
train,sapodilla,medium,sofeda_m_186.jpg,train/sapodilla/medium/sofeda_m_186.jpg
train,custard_apple,medium,custard_apple_m_1_372.jpg,train/custard_apple/medium/custard_apple_m_1_372.jpg
train,sapodilla,bad,sofeda_b_415.jpg,train/sapodilla/bad/sofeda_b_415.jpg
train,pineapple,medium,pineapple_m_040.jpg,train/pineapple/medium/pineapple_m_040.jpg
train,star_fruit,bad,star_fruit_b_411.jpg,train/star_fruit/bad/star_fruit_b_411.jpg
train,jackfruit,bad,jackfruit_b_386.jpg,train/jackfruit/bad/jackfruit_b_386.jpg
train,custard_apple,bad,custard_apple_b_1_279.jpg,train/custard_apple/bad/custard_apple_b_1_279.jpg
train,lemon,bad,lemon_b_1_217.jpg,train/lemon/bad/lemon_b_1_217.jpg
train,jujube,good,jujube_g_1_497.jpg,train/jujube/good/jujube_g_1_497.jpg
train,guava,good,guava_g_3_9.jpg,train/guava/good/guava_g_3_9.jpg
train,sapodilla,medium,sofeda_m_144.jpg,train/sapodilla/medium/sofeda_m_144.jpg
train,mango,medium,mango_m_396.jpg,train/mango/medium/mango_m_396.jpg
train,custard_apple,bad,custard_apple_b_1_374.jpg,train/custard_apple/bad/custard_apple_b_1_374.jpg
train,jackfruit,good,jackfruit_g_331.jpg,train/jackfruit/good/jackfruit_g_331.jpg
train,lemon,bad,lemon_b_2_101.jpg,train/lemon/bad/lemon_b_2_101.jpg
train,star_fruit,medium,star_fruit_m_285.jpg,train/star_fruit/medium/star_fruit_m_285.jpg
train,mango,bad,mango_b_141.jpg,train/mango/bad/mango_b_141.jpg
train,jackfruit,bad,jackfruit_b_342.jpg,train/jackfruit/bad/jackfruit_b_342.jpg
train,star_fruit,medium,star_fruit_m_343.jpg,train/star_fruit/medium/star_fruit_m_343.jpg
train,jackfruit,bad,jackfruit_b_362.jpg,train/jackfruit/bad/jackfruit_b_362.jpg
train,pineapple,bad,pineapple_b_239.jpg,train/pineapple/bad/pineapple_b_239.jpg
train,custard_apple,bad,custard_apple_b_1_342.jpg,train/custard_apple/bad/custard_apple_b_1_342.jpg
train,guava,bad,guava_b_6_900.jpg,train/guava/bad/guava_b_6_900.jpg
train,pineapple,medium,pineapple_m_479.jpg,train/pineapple/medium/pineapple_m_479.jpg
train,jackfruit,bad,jackfruit_b_471.jpg,train/jackfruit/bad/jackfruit_b_471.jpg
train,jackfruit,good,jackfruit_g_379.jpg,train/jackfruit/good/jackfruit_g_379.jpg
train,dragonfruit,medium,dragonfruit_m_1_379.jpg,train/dragonfruit/medium/dragonfruit_m_1_379.jpg
train,sapodilla,medium,sofeda_m_065.jpg,train/sapodilla/medium/sofeda_m_065.jpg
train,banana,medium,banana_m_1_27.jpg,train/banana/medium/banana_m_1_27.jpg
train,star_fruit,good,star_fruit_g_294.jpg,train/star_fruit/good/star_fruit_g_294.jpg
train,banana,bad,banana_b_1_228.jpg,train/banana/bad/banana_b_1_228.jpg
train,pineapple,bad,pineapple_b_398.jpg,train/pineapple/bad/pineapple_b_398.jpg
train,jujube,good,jujube_g_1_627.jpg,train/jujube/good/jujube_g_1_627.jpg
train,star_fruit,medium,star_fruit_m_14.jpg,train/star_fruit/medium/star_fruit_m_14.jpg
train,jujube,good,jujube_g_1_62.jpg,train/jujube/good/jujube_g_1_62.jpg
train,mango,medium,mango_m_398.jpg,train/mango/medium/mango_m_398.jpg
train,lemon,medium,lemon_m_2_274.jpg,train/lemon/medium/lemon_m_2_274.jpg
train,custard_apple,bad,custard_apple_b_1_353.jpg,train/custard_apple/bad/custard_apple_b_1_353.jpg
train,jujube,good,jujube_g_1_698.jpg,train/jujube/good/jujube_g_1_698.jpg
train,sapodilla,good,sofeda_g_316.jpg,train/sapodilla/good/sofeda_g_316.jpg
train,papaya,medium,papaya_m_1_101.jpg,train/papaya/medium/papaya_m_1_101.jpg
train,banana,medium,banana_m_1_100.jpg,train/banana/medium/banana_m_1_100.jpg
train,lychee,good,lychee_g_226.jpg,train/lychee/good/lychee_g_226.jpg
train,mango,medium,mango_m_23.jpg,train/mango/medium/mango_m_23.jpg
train,star_fruit,medium,star_fruit_m_347.jpg,train/star_fruit/medium/star_fruit_m_347.jpg
train,pineapple,good,pineapple_g_476.jpg,train/pineapple/good/pineapple_g_476.jpg
train,papaya,bad,papaya_b_2_64.jpg,train/papaya/bad/papaya_b_2_64.jpg
train,banana,bad,banana_b_1_208.jpg,train/banana/bad/banana_b_1_208.jpg
train,pineapple,good,pineapple_g_367.jpg,train/pineapple/good/pineapple_g_367.jpg
train,guava,good,guava_g_3_701.jpg,train/guava/good/guava_g_3_701.jpg
train,jackfruit,good,jackfruit_g_317.jpg,train/jackfruit/good/jackfruit_g_317.jpg
train,mango,bad,mango_b_31.jpg,train/mango/bad/mango_b_31.jpg
train,lemon,good,lemon_g_2_995.jpg,train/lemon/good/lemon_g_2_995.jpg
train,pineapple,good,pineapple_g_271.jpg,train/pineapple/good/pineapple_g_271.jpg
train,jackfruit,bad,jackfruit_b_179.jpg,train/jackfruit/bad/jackfruit_b_179.jpg
train,guava,bad,guava_b_6_351.jpg,train/guava/bad/guava_b_6_351.jpg
train,jackfruit,bad,jackfruit_b_426.jpg,train/jackfruit/bad/jackfruit_b_426.jpg
train,jackfruit,good,jackfruit_g_171.jpg,train/jackfruit/good/jackfruit_g_171.jpg
train,custard_apple,bad,custard_apple_b_1_354.jpg,train/custard_apple/bad/custard_apple_b_1_354.jpg
train,dragonfruit,medium,dragonfruit_m_1_382.jpg,train/dragonfruit/medium/dragonfruit_m_1_382.jpg
train,dragonfruit,bad,dragonfruit_b_1_224.jpg,train/dragonfruit/bad/dragonfruit_b_1_224.jpg
train,mango,medium,mango_m_470.jpg,train/mango/medium/mango_m_470.jpg
train,sapodilla,medium,sofeda_m_300.jpg,train/sapodilla/medium/sofeda_m_300.jpg
train,lychee,bad,lychee_b_238.jpg,train/lychee/bad/lychee_b_238.jpg
train,lemon,medium,lemon_m_2_187.jpg,train/lemon/medium/lemon_m_2_187.jpg
train,mango,bad,mango_b_514.jpg,train/mango/bad/mango_b_514.jpg
train,lemon,bad,lemon_b_2_119.jpg,train/lemon/bad/lemon_b_2_119.jpg
train,banana,bad,banana_b_1_164.jpg,train/banana/bad/banana_b_1_164.jpg
train,lychee,good,lychee_g_469.jpg,train/lychee/good/lychee_g_469.jpg
train,sapodilla,bad,sofeda_b_234.jpg,train/sapodilla/bad/sofeda_b_234.jpg
train,lemon,medium,lemon_m_1_42.jpg,train/lemon/medium/lemon_m_1_42.jpg
train,lychee,good,lychee_g_262.jpg,train/lychee/good/lychee_g_262.jpg
train,jackfruit,medium,jackfruit_m_257.jpg,train/jackfruit/medium/jackfruit_m_257.jpg
train,lychee,medium,lychee_m_68.jpg,train/lychee/medium/lychee_m_68.jpg
train,jujube,good,jujube_g_1_60.jpg,train/jujube/good/jujube_g_1_60.jpg
train,banana,medium,banana_m_1_235.jpg,train/banana/medium/banana_m_1_235.jpg
train,pineapple,bad,pineapple_b_494.jpg,train/pineapple/bad/pineapple_b_494.jpg
train,jackfruit,good,jackfruit_g_106.jpg,train/jackfruit/good/jackfruit_g_106.jpg
train,papaya,medium,papaya_m_2_16.jpg,train/papaya/medium/papaya_m_2_16.jpg
train,sapodilla,bad,sofeda_b_475.jpg,train/sapodilla/bad/sofeda_b_475.jpg
train,jackfruit,bad,jackfruit_b_59.jpg,train/jackfruit/bad/jackfruit_b_59.jpg
train,lemon,bad,lemon_b_1_665.jpg,train/lemon/bad/lemon_b_1_665.jpg
train,papaya,medium,papaya_m_2_293.jpg,train/papaya/medium/papaya_m_2_293.jpg
train,sapodilla,bad,sofeda_b_351.jpg,train/sapodilla/bad/sofeda_b_351.jpg
train,dragonfruit,bad,dragonfruit_b_1_98.jpg,train/dragonfruit/bad/dragonfruit_b_1_98.jpg
train,papaya,medium,papaya_m_1_95.jpg,train/papaya/medium/papaya_m_1_95.jpg
train,lemon,bad,lemon_b_1_409.jpg,train/lemon/bad/lemon_b_1_409.jpg
